DateSK	FullDateAK	DayNumberOfWeek	DayNameOfWeek	DayNameOfWeekAbbr	DayNumberOfMonth	DayNumberOfYear	WeekNumberOfYear	MonthName	MonthNameAbbr	MonthNumberOfYear	CalendarQuarter	CalendarYear
20120603	6/3/2012	1	Sunday	Sun	3	155	23	June	Jun	6	2	2012
20120604	6/4/2012	2	Monday	Mon	4	156	23	June	Jun	6	2	2012
20120605	6/5/2012	3	Tuesday	Tue	5	157	23	June	Jun	6	2	2012
20120606	6/6/2012	4	Wednesday	Wed	6	158	23	June	Jun	6	2	2012
20120607	6/7/2012	5	Thursday	Thu	7	159	23	June	Jun	6	2	2012
20120608	6/8/2012	6	Friday	Fri	8	160	23	June	Jun	6	2	2012
20120609	6/9/2012	7	Saturday	Sat	9	161	23	June	Jun	6	2	2012
20120610	6/10/2012	1	Sunday	Sun	10	162	24	June	Jun	6	2	2012
20120611	6/11/2012	2	Monday	Mon	11	163	24	June	Jun	6	2	2012
20120612	6/12/2012	3	Tuesday	Tue	12	164	24	June	Jun	6	2	2012
20120613	6/13/2012	4	Wednesday	Wed	13	165	24	June	Jun	6	2	2012
20120614	6/14/2012	5	Thursday	Thu	14	166	24	June	Jun	6	2	2012
20120615	6/15/2012	6	Friday	Fri	15	167	24	June	Jun	6	2	2012
20120616	6/16/2012	7	Saturday	Sat	16	168	24	June	Jun	6	2	2012
20120617	6/17/2012	1	Sunday	Sun	17	169	25	June	Jun	6	2	2012
20120618	6/18/2012	2	Monday	Mon	18	170	25	June	Jun	6	2	2012
20120619	6/19/2012	3	Tuesday	Tue	19	171	25	June	Jun	6	2	2012
20120620	6/20/2012	4	Wednesday	Wed	20	172	25	June	Jun	6	2	2012
20120621	6/21/2012	5	Thursday	Thu	21	173	25	June	Jun	6	2	2012
20120622	6/22/2012	6	Friday	Fri	22	174	25	June	Jun	6	2	2012
20120623	6/23/2012	7	Saturday	Sat	23	175	25	June	Jun	6	2	2012
20120624	6/24/2012	1	Sunday	Sun	24	176	26	June	Jun	6	2	2012
20120625	6/25/2012	2	Monday	Mon	25	177	26	June	Jun	6	2	2012
20120626	6/26/2012	3	Tuesday	Tue	26	178	26	June	Jun	6	2	2012
20120627	6/27/2012	4	Wednesday	Wed	27	179	26	June	Jun	6	2	2012
20120628	6/28/2012	5	Thursday	Thu	28	180	26	June	Jun	6	2	2012
20120629	6/29/2012	6	Friday	Fri	29	181	26	June	Jun	6	2	2012
20120630	6/30/2012	7	Saturday	Sat	30	182	26	June	Jun	6	2	2012
20120701	7/1/2012	1	Sunday	Sun	1	183	27	July	Jul	7	3	2012
20120702	7/2/2012	2	Monday	Mon	2	184	27	July	Jul	7	3	2012
20120703	7/3/2012	3	Tuesday	Tue	3	185	27	July	Jul	7	3	2012
20120704	7/4/2012	4	Wednesday	Wed	4	186	27	July	Jul	7	3	2012
20120705	7/5/2012	5	Thursday	Thu	5	187	27	July	Jul	7	3	2012
20120706	7/6/2012	6	Friday	Fri	6	188	27	July	Jul	7	3	2012
20120707	7/7/2012	7	Saturday	Sat	7	189	27	July	Jul	7	3	2012
20120708	7/8/2012	1	Sunday	Sun	8	190	28	July	Jul	7	3	2012
20120709	7/9/2012	2	Monday	Mon	9	191	28	July	Jul	7	3	2012
20120710	7/10/2012	3	Tuesday	Tue	10	192	28	July	Jul	7	3	2012
20120711	7/11/2012	4	Wednesday	Wed	11	193	28	July	Jul	7	3	2012
20120712	7/12/2012	5	Thursday	Thu	12	194	28	July	Jul	7	3	2012
20120713	7/13/2012	6	Friday	Fri	13	195	28	July	Jul	7	3	2012
20120714	7/14/2012	7	Saturday	Sat	14	196	28	July	Jul	7	3	2012
20120715	7/15/2012	1	Sunday	Sun	15	197	29	July	Jul	7	3	2012
20120716	7/16/2012	2	Monday	Mon	16	198	29	July	Jul	7	3	2012
20120717	7/17/2012	3	Tuesday	Tue	17	199	29	July	Jul	7	3	2012
20120718	7/18/2012	4	Wednesday	Wed	18	200	29	July	Jul	7	3	2012
20120719	7/19/2012	5	Thursday	Thu	19	201	29	July	Jul	7	3	2012
20120720	7/20/2012	6	Friday	Fri	20	202	29	July	Jul	7	3	2012
20120721	7/21/2012	7	Saturday	Sat	21	203	29	July	Jul	7	3	2012
20120722	7/22/2012	1	Sunday	Sun	22	204	30	July	Jul	7	3	2012
20120723	7/23/2012	2	Monday	Mon	23	205	30	July	Jul	7	3	2012
20120724	7/24/2012	3	Tuesday	Tue	24	206	30	July	Jul	7	3	2012
20120725	7/25/2012	4	Wednesday	Wed	25	207	30	July	Jul	7	3	2012
20120726	7/26/2012	5	Thursday	Thu	26	208	30	July	Jul	7	3	2012
20120727	7/27/2012	6	Friday	Fri	27	209	30	July	Jul	7	3	2012
20120728	7/28/2012	7	Saturday	Sat	28	210	30	July	Jul	7	3	2012
20120729	7/29/2012	1	Sunday	Sun	29	211	31	July	Jul	7	3	2012
20120730	7/30/2012	2	Monday	Mon	30	212	31	July	Jul	7	3	2012
20120731	7/31/2012	3	Tuesday	Tue	31	213	31	July	Jul	7	3	2012
20120801	8/1/2012	4	Wednesday	Wed	1	214	31	August	Aug	8	3	2012
20120802	8/2/2012	5	Thursday	Thu	2	215	31	August	Aug	8	3	2012
20120803	8/3/2012	6	Friday	Fri	3	216	31	August	Aug	8	3	2012
20120804	8/4/2012	7	Saturday	Sat	4	217	31	August	Aug	8	3	2012
20120805	8/5/2012	1	Sunday	Sun	5	218	32	August	Aug	8	3	2012
20120806	8/6/2012	2	Monday	Mon	6	219	32	August	Aug	8	3	2012
20120807	8/7/2012	3	Tuesday	Tue	7	220	32	August	Aug	8	3	2012
20120808	8/8/2012	4	Wednesday	Wed	8	221	32	August	Aug	8	3	2012
20120809	8/9/2012	5	Thursday	Thu	9	222	32	August	Aug	8	3	2012
20120810	8/10/2012	6	Friday	Fri	10	223	32	August	Aug	8	3	2012
20120811	8/11/2012	7	Saturday	Sat	11	224	32	August	Aug	8	3	2012
20120812	8/12/2012	1	Sunday	Sun	12	225	33	August	Aug	8	3	2012
20120813	8/13/2012	2	Monday	Mon	13	226	33	August	Aug	8	3	2012
20120814	8/14/2012	3	Tuesday	Tue	14	227	33	August	Aug	8	3	2012
20120815	8/15/2012	4	Wednesday	Wed	15	228	33	August	Aug	8	3	2012
20120816	8/16/2012	5	Thursday	Thu	16	229	33	August	Aug	8	3	2012
20120817	8/17/2012	6	Friday	Fri	17	230	33	August	Aug	8	3	2012
20120818	8/18/2012	7	Saturday	Sat	18	231	33	August	Aug	8	3	2012
20120819	8/19/2012	1	Sunday	Sun	19	232	34	August	Aug	8	3	2012
20120820	8/20/2012	2	Monday	Mon	20	233	34	August	Aug	8	3	2012
20120821	8/21/2012	3	Tuesday	Tue	21	234	34	August	Aug	8	3	2012
20120822	8/22/2012	4	Wednesday	Wed	22	235	34	August	Aug	8	3	2012
20120823	8/23/2012	5	Thursday	Thu	23	236	34	August	Aug	8	3	2012
20120824	8/24/2012	6	Friday	Fri	24	237	34	August	Aug	8	3	2012
20120825	8/25/2012	7	Saturday	Sat	25	238	34	August	Aug	8	3	2012
20120826	8/26/2012	1	Sunday	Sun	26	239	35	August	Aug	8	3	2012
20120827	8/27/2012	2	Monday	Mon	27	240	35	August	Aug	8	3	2012
20120828	8/28/2012	3	Tuesday	Tue	28	241	35	August	Aug	8	3	2012
20120829	8/29/2012	4	Wednesday	Wed	29	242	35	August	Aug	8	3	2012
20120830	8/30/2012	5	Thursday	Thu	30	243	35	August	Aug	8	3	2012
20120831	8/31/2012	6	Friday	Fri	31	244	35	August	Aug	8	3	2012
20120901	9/1/2012	7	Saturday	Sat	1	245	35	September	Sep	9	3	2012
20120902	9/2/2012	1	Sunday	Sun	2	246	36	September	Sep	9	3	2012
20120903	9/3/2012	2	Monday	Mon	3	247	36	September	Sep	9	3	2012
20120904	9/4/2012	3	Tuesday	Tue	4	248	36	September	Sep	9	3	2012
20120905	9/5/2012	4	Wednesday	Wed	5	249	36	September	Sep	9	3	2012
20120906	9/6/2012	5	Thursday	Thu	6	250	36	September	Sep	9	3	2012
20120907	9/7/2012	6	Friday	Fri	7	251	36	September	Sep	9	3	2012
20120908	9/8/2012	7	Saturday	Sat	8	252	36	September	Sep	9	3	2012
20120909	9/9/2012	1	Sunday	Sun	9	253	37	September	Sep	9	3	2012
20120910	9/10/2012	2	Monday	Mon	10	254	37	September	Sep	9	3	2012
20120911	9/11/2012	3	Tuesday	Tue	11	255	37	September	Sep	9	3	2012
20120912	9/12/2012	4	Wednesday	Wed	12	256	37	September	Sep	9	3	2012
20120913	9/13/2012	5	Thursday	Thu	13	257	37	September	Sep	9	3	2012
20120914	9/14/2012	6	Friday	Fri	14	258	37	September	Sep	9	3	2012
20120915	9/15/2012	7	Saturday	Sat	15	259	37	September	Sep	9	3	2012
20120916	9/16/2012	1	Sunday	Sun	16	260	38	September	Sep	9	3	2012
20120917	9/17/2012	2	Monday	Mon	17	261	38	September	Sep	9	3	2012
20120918	9/18/2012	3	Tuesday	Tue	18	262	38	September	Sep	9	3	2012
20120919	9/19/2012	4	Wednesday	Wed	19	263	38	September	Sep	9	3	2012
20120920	9/20/2012	5	Thursday	Thu	20	264	38	September	Sep	9	3	2012
20120921	9/21/2012	6	Friday	Fri	21	265	38	September	Sep	9	3	2012
20120922	9/22/2012	7	Saturday	Sat	22	266	38	September	Sep	9	3	2012
20120923	9/23/2012	1	Sunday	Sun	23	267	39	September	Sep	9	3	2012
20120924	9/24/2012	2	Monday	Mon	24	268	39	September	Sep	9	3	2012
20120925	9/25/2012	3	Tuesday	Tue	25	269	39	September	Sep	9	3	2012
20120926	9/26/2012	4	Wednesday	Wed	26	270	39	September	Sep	9	3	2012
20120927	9/27/2012	5	Thursday	Thu	27	271	39	September	Sep	9	3	2012
20120928	9/28/2012	6	Friday	Fri	28	272	39	September	Sep	9	3	2012
20120929	9/29/2012	7	Saturday	Sat	29	273	39	September	Sep	9	3	2012
20120930	9/30/2012	1	Sunday	Sun	30	274	40	September	Sep	9	3	2012
20121001	10/1/2012	2	Monday	Mon	1	275	40	October	Oct	10	4	2012
20121002	10/2/2012	3	Tuesday	Tue	2	276	40	October	Oct	10	4	2012
20121003	10/3/2012	4	Wednesday	Wed	3	277	40	October	Oct	10	4	2012
20121004	10/4/2012	5	Thursday	Thu	4	278	40	October	Oct	10	4	2012
20121005	10/5/2012	6	Friday	Fri	5	279	40	October	Oct	10	4	2012
20121006	10/6/2012	7	Saturday	Sat	6	280	40	October	Oct	10	4	2012
20121007	10/7/2012	1	Sunday	Sun	7	281	41	October	Oct	10	4	2012
20121008	10/8/2012	2	Monday	Mon	8	282	41	October	Oct	10	4	2012
20121009	10/9/2012	3	Tuesday	Tue	9	283	41	October	Oct	10	4	2012
20121010	10/10/2012	4	Wednesday	Wed	10	284	41	October	Oct	10	4	2012
20121011	10/11/2012	5	Thursday	Thu	11	285	41	October	Oct	10	4	2012
20121012	10/12/2012	6	Friday	Fri	12	286	41	October	Oct	10	4	2012
20121013	10/13/2012	7	Saturday	Sat	13	287	41	October	Oct	10	4	2012
20121014	10/14/2012	1	Sunday	Sun	14	288	42	October	Oct	10	4	2012
20121015	10/15/2012	2	Monday	Mon	15	289	42	October	Oct	10	4	2012
20121016	10/16/2012	3	Tuesday	Tue	16	290	42	October	Oct	10	4	2012
20121017	10/17/2012	4	Wednesday	Wed	17	291	42	October	Oct	10	4	2012
20121018	10/18/2012	5	Thursday	Thu	18	292	42	October	Oct	10	4	2012
20121019	10/19/2012	6	Friday	Fri	19	293	42	October	Oct	10	4	2012
20121020	10/20/2012	7	Saturday	Sat	20	294	42	October	Oct	10	4	2012
20121021	10/21/2012	1	Sunday	Sun	21	295	43	October	Oct	10	4	2012
20121022	10/22/2012	2	Monday	Mon	22	296	43	October	Oct	10	4	2012
20121023	10/23/2012	3	Tuesday	Tue	23	297	43	October	Oct	10	4	2012
20121024	10/24/2012	4	Wednesday	Wed	24	298	43	October	Oct	10	4	2012
20121025	10/25/2012	5	Thursday	Thu	25	299	43	October	Oct	10	4	2012
20121026	10/26/2012	6	Friday	Fri	26	300	43	October	Oct	10	4	2012
20121027	10/27/2012	7	Saturday	Sat	27	301	43	October	Oct	10	4	2012
20121028	10/28/2012	1	Sunday	Sun	28	302	44	October	Oct	10	4	2012
20121029	10/29/2012	2	Monday	Mon	29	303	44	October	Oct	10	4	2012
20121030	10/30/2012	3	Tuesday	Tue	30	304	44	October	Oct	10	4	2012
20121031	10/31/2012	4	Wednesday	Wed	31	305	44	October	Oct	10	4	2012
20121101	11/1/2012	5	Thursday	Thu	1	306	44	November	Nov	11	4	2012
20121102	11/2/2012	6	Friday	Fri	2	307	44	November	Nov	11	4	2012
20121103	11/3/2012	7	Saturday	Sat	3	308	44	November	Nov	11	4	2012
20121104	11/4/2012	1	Sunday	Sun	4	309	45	November	Nov	11	4	2012
20121105	11/5/2012	2	Monday	Mon	5	310	45	November	Nov	11	4	2012
20121106	11/6/2012	3	Tuesday	Tue	6	311	45	November	Nov	11	4	2012
20121107	11/7/2012	4	Wednesday	Wed	7	312	45	November	Nov	11	4	2012
20121108	11/8/2012	5	Thursday	Thu	8	313	45	November	Nov	11	4	2012
20121109	11/9/2012	6	Friday	Fri	9	314	45	November	Nov	11	4	2012
20121110	11/10/2012	7	Saturday	Sat	10	315	45	November	Nov	11	4	2012
20121111	11/11/2012	1	Sunday	Sun	11	316	46	November	Nov	11	4	2012
20121112	11/12/2012	2	Monday	Mon	12	317	46	November	Nov	11	4	2012
20121113	11/13/2012	3	Tuesday	Tue	13	318	46	November	Nov	11	4	2012
20121114	11/14/2012	4	Wednesday	Wed	14	319	46	November	Nov	11	4	2012
20121115	11/15/2012	5	Thursday	Thu	15	320	46	November	Nov	11	4	2012
20121116	11/16/2012	6	Friday	Fri	16	321	46	November	Nov	11	4	2012
20121117	11/17/2012	7	Saturday	Sat	17	322	46	November	Nov	11	4	2012
20121118	11/18/2012	1	Sunday	Sun	18	323	47	November	Nov	11	4	2012
20121119	11/19/2012	2	Monday	Mon	19	324	47	November	Nov	11	4	2012
20121120	11/20/2012	3	Tuesday	Tue	20	325	47	November	Nov	11	4	2012
20121121	11/21/2012	4	Wednesday	Wed	21	326	47	November	Nov	11	4	2012
20121122	11/22/2012	5	Thursday	Thu	22	327	47	November	Nov	11	4	2012
20121123	11/23/2012	6	Friday	Fri	23	328	47	November	Nov	11	4	2012
20121124	11/24/2012	7	Saturday	Sat	24	329	47	November	Nov	11	4	2012
20121125	11/25/2012	1	Sunday	Sun	25	330	48	November	Nov	11	4	2012
20121126	11/26/2012	2	Monday	Mon	26	331	48	November	Nov	11	4	2012
20121127	11/27/2012	3	Tuesday	Tue	27	332	48	November	Nov	11	4	2012
20121128	11/28/2012	4	Wednesday	Wed	28	333	48	November	Nov	11	4	2012
20121129	11/29/2012	5	Thursday	Thu	29	334	48	November	Nov	11	4	2012
20121130	11/30/2012	6	Friday	Fri	30	335	48	November	Nov	11	4	2012
20121201	12/1/2012	7	Saturday	Sat	1	336	48	December	Dec	12	4	2012
20121202	12/2/2012	1	Sunday	Sun	2	337	49	December	Dec	12	4	2012
20121203	12/3/2012	2	Monday	Mon	3	338	49	December	Dec	12	4	2012
20121204	12/4/2012	3	Tuesday	Tue	4	339	49	December	Dec	12	4	2012
20121205	12/5/2012	4	Wednesday	Wed	5	340	49	December	Dec	12	4	2012
20121206	12/6/2012	5	Thursday	Thu	6	341	49	December	Dec	12	4	2012
20121207	12/7/2012	6	Friday	Fri	7	342	49	December	Dec	12	4	2012
20121208	12/8/2012	7	Saturday	Sat	8	343	49	December	Dec	12	4	2012
20121209	12/9/2012	1	Sunday	Sun	9	344	50	December	Dec	12	4	2012
20121210	12/10/2012	2	Monday	Mon	10	345	50	December	Dec	12	4	2012
20121211	12/11/2012	3	Tuesday	Tue	11	346	50	December	Dec	12	4	2012
20121212	12/12/2012	4	Wednesday	Wed	12	347	50	December	Dec	12	4	2012
20121213	12/13/2012	5	Thursday	Thu	13	348	50	December	Dec	12	4	2012
20121214	12/14/2012	6	Friday	Fri	14	349	50	December	Dec	12	4	2012
20121215	12/15/2012	7	Saturday	Sat	15	350	50	December	Dec	12	4	2012
20121216	12/16/2012	1	Sunday	Sun	16	351	51	December	Dec	12	4	2012
20121217	12/17/2012	2	Monday	Mon	17	352	51	December	Dec	12	4	2012
20121218	12/18/2012	3	Tuesday	Tue	18	353	51	December	Dec	12	4	2012
20121219	12/19/2012	4	Wednesday	Wed	19	354	51	December	Dec	12	4	2012
20121220	12/20/2012	5	Thursday	Thu	20	355	51	December	Dec	12	4	2012
20121221	12/21/2012	6	Friday	Fri	21	356	51	December	Dec	12	4	2012
20121222	12/22/2012	7	Saturday	Sat	22	357	51	December	Dec	12	4	2012
20121223	12/23/2012	1	Sunday	Sun	23	358	52	December	Dec	12	4	2012
20121224	12/24/2012	2	Monday	Mon	24	359	52	December	Dec	12	4	2012
20121225	12/25/2012	3	Tuesday	Tue	25	360	52	December	Dec	12	4	2012
20121226	12/26/2012	4	Wednesday	Wed	26	361	52	December	Dec	12	4	2012
20121227	12/27/2012	5	Thursday	Thu	27	362	52	December	Dec	12	4	2012
20121228	12/28/2012	6	Friday	Fri	28	363	52	December	Dec	12	4	2012
20121229	12/29/2012	7	Saturday	Sat	29	364	52	December	Dec	12	4	2012
20121230	12/30/2012	1	Sunday	Sun	30	365	53	December	Dec	12	4	2012
20121231	12/31/2012	2	Monday	Mon	31	366	53	December	Dec	12	4	2012
20130101	1/1/2013	3	Tuesday	Tue	1	1	1	January	Jan	1	1	2013
20130102	1/2/2013	4	Wednesday	Wed	2	2	1	January	Jan	1	1	2013
20130103	1/3/2013	5	Thursday	Thu	3	3	1	January	Jan	1	1	2013
20130104	1/4/2013	6	Friday	Fri	4	4	1	January	Jan	1	1	2013
20130105	1/5/2013	7	Saturday	Sat	5	5	1	January	Jan	1	1	2013
20130106	1/6/2013	1	Sunday	Sun	6	6	2	January	Jan	1	1	2013
20130107	1/7/2013	2	Monday	Mon	7	7	2	January	Jan	1	1	2013
20130108	1/8/2013	3	Tuesday	Tue	8	8	2	January	Jan	1	1	2013
20130109	1/9/2013	4	Wednesday	Wed	9	9	2	January	Jan	1	1	2013
20130110	1/10/2013	5	Thursday	Thu	10	10	2	January	Jan	1	1	2013
20130111	1/11/2013	6	Friday	Fri	11	11	2	January	Jan	1	1	2013
20130112	1/12/2013	7	Saturday	Sat	12	12	2	January	Jan	1	1	2013
20130113	1/13/2013	1	Sunday	Sun	13	13	3	January	Jan	1	1	2013
20130114	1/14/2013	2	Monday	Mon	14	14	3	January	Jan	1	1	2013
20130115	1/15/2013	3	Tuesday	Tue	15	15	3	January	Jan	1	1	2013
20130116	1/16/2013	4	Wednesday	Wed	16	16	3	January	Jan	1	1	2013
20130117	1/17/2013	5	Thursday	Thu	17	17	3	January	Jan	1	1	2013
20130118	1/18/2013	6	Friday	Fri	18	18	3	January	Jan	1	1	2013
20130119	1/19/2013	7	Saturday	Sat	19	19	3	January	Jan	1	1	2013
20130120	1/20/2013	1	Sunday	Sun	20	20	4	January	Jan	1	1	2013
20130121	1/21/2013	2	Monday	Mon	21	21	4	January	Jan	1	1	2013
20130122	1/22/2013	3	Tuesday	Tue	22	22	4	January	Jan	1	1	2013
20130123	1/23/2013	4	Wednesday	Wed	23	23	4	January	Jan	1	1	2013
20130124	1/24/2013	5	Thursday	Thu	24	24	4	January	Jan	1	1	2013
20130125	1/25/2013	6	Friday	Fri	25	25	4	January	Jan	1	1	2013
20130126	1/26/2013	7	Saturday	Sat	26	26	4	January	Jan	1	1	2013
20130127	1/27/2013	1	Sunday	Sun	27	27	5	January	Jan	1	1	2013
20130128	1/28/2013	2	Monday	Mon	28	28	5	January	Jan	1	1	2013
20130129	1/29/2013	3	Tuesday	Tue	29	29	5	January	Jan	1	1	2013
20130130	1/30/2013	4	Wednesday	Wed	30	30	5	January	Jan	1	1	2013
20130131	1/31/2013	5	Thursday	Thu	31	31	5	January	Jan	1	1	2013
20130201	2/1/2013	6	Friday	Fri	1	32	5	February	Feb	2	1	2013
20130202	2/2/2013	7	Saturday	Sat	2	33	5	February	Feb	2	1	2013
20130203	2/3/2013	1	Sunday	Sun	3	34	6	February	Feb	2	1	2013
20130204	2/4/2013	2	Monday	Mon	4	35	6	February	Feb	2	1	2013
20130205	2/5/2013	3	Tuesday	Tue	5	36	6	February	Feb	2	1	2013
20130206	2/6/2013	4	Wednesday	Wed	6	37	6	February	Feb	2	1	2013
20130207	2/7/2013	5	Thursday	Thu	7	38	6	February	Feb	2	1	2013
20130208	2/8/2013	6	Friday	Fri	8	39	6	February	Feb	2	1	2013
20130209	2/9/2013	7	Saturday	Sat	9	40	6	February	Feb	2	1	2013
20130210	2/10/2013	1	Sunday	Sun	10	41	7	February	Feb	2	1	2013
20130211	2/11/2013	2	Monday	Mon	11	42	7	February	Feb	2	1	2013
20130212	2/12/2013	3	Tuesday	Tue	12	43	7	February	Feb	2	1	2013
20130213	2/13/2013	4	Wednesday	Wed	13	44	7	February	Feb	2	1	2013
20130214	2/14/2013	5	Thursday	Thu	14	45	7	February	Feb	2	1	2013
20130215	2/15/2013	6	Friday	Fri	15	46	7	February	Feb	2	1	2013
20130216	2/16/2013	7	Saturday	Sat	16	47	7	February	Feb	2	1	2013
20130217	2/17/2013	1	Sunday	Sun	17	48	8	February	Feb	2	1	2013
20130218	2/18/2013	2	Monday	Mon	18	49	8	February	Feb	2	1	2013
20130219	2/19/2013	3	Tuesday	Tue	19	50	8	February	Feb	2	1	2013
20130220	2/20/2013	4	Wednesday	Wed	20	51	8	February	Feb	2	1	2013
20130221	2/21/2013	5	Thursday	Thu	21	52	8	February	Feb	2	1	2013
20130222	2/22/2013	6	Friday	Fri	22	53	8	February	Feb	2	1	2013
20130223	2/23/2013	7	Saturday	Sat	23	54	8	February	Feb	2	1	2013
20130224	2/24/2013	1	Sunday	Sun	24	55	9	February	Feb	2	1	2013
20130225	2/25/2013	2	Monday	Mon	25	56	9	February	Feb	2	1	2013
20130226	2/26/2013	3	Tuesday	Tue	26	57	9	February	Feb	2	1	2013
20130227	2/27/2013	4	Wednesday	Wed	27	58	9	February	Feb	2	1	2013
20130228	2/28/2013	5	Thursday	Thu	28	59	9	February	Feb	2	1	2013
20130301	3/1/2013	6	Friday	Fri	1	60	9	March	Mar	3	1	2013
20130302	3/2/2013	7	Saturday	Sat	2	61	9	March	Mar	3	1	2013
20130303	3/3/2013	1	Sunday	Sun	3	62	10	March	Mar	3	1	2013
20130304	3/4/2013	2	Monday	Mon	4	63	10	March	Mar	3	1	2013
20130305	3/5/2013	3	Tuesday	Tue	5	64	10	March	Mar	3	1	2013
20130306	3/6/2013	4	Wednesday	Wed	6	65	10	March	Mar	3	1	2013
20130307	3/7/2013	5	Thursday	Thu	7	66	10	March	Mar	3	1	2013
20130308	3/8/2013	6	Friday	Fri	8	67	10	March	Mar	3	1	2013
20130309	3/9/2013	7	Saturday	Sat	9	68	10	March	Mar	3	1	2013
20130310	3/10/2013	1	Sunday	Sun	10	69	11	March	Mar	3	1	2013
20130311	3/11/2013	2	Monday	Mon	11	70	11	March	Mar	3	1	2013
20130312	3/12/2013	3	Tuesday	Tue	12	71	11	March	Mar	3	1	2013
20130313	3/13/2013	4	Wednesday	Wed	13	72	11	March	Mar	3	1	2013
20130314	3/14/2013	5	Thursday	Thu	14	73	11	March	Mar	3	1	2013
20130315	3/15/2013	6	Friday	Fri	15	74	11	March	Mar	3	1	2013
20130316	3/16/2013	7	Saturday	Sat	16	75	11	March	Mar	3	1	2013
20130317	3/17/2013	1	Sunday	Sun	17	76	12	March	Mar	3	1	2013
20130318	3/18/2013	2	Monday	Mon	18	77	12	March	Mar	3	1	2013
20130319	3/19/2013	3	Tuesday	Tue	19	78	12	March	Mar	3	1	2013
20130320	3/20/2013	4	Wednesday	Wed	20	79	12	March	Mar	3	1	2013
20130321	3/21/2013	5	Thursday	Thu	21	80	12	March	Mar	3	1	2013
20130322	3/22/2013	6	Friday	Fri	22	81	12	March	Mar	3	1	2013
20130323	3/23/2013	7	Saturday	Sat	23	82	12	March	Mar	3	1	2013
20130324	3/24/2013	1	Sunday	Sun	24	83	13	March	Mar	3	1	2013
20130325	3/25/2013	2	Monday	Mon	25	84	13	March	Mar	3	1	2013
20130326	3/26/2013	3	Tuesday	Tue	26	85	13	March	Mar	3	1	2013
20130327	3/27/2013	4	Wednesday	Wed	27	86	13	March	Mar	3	1	2013
20130328	3/28/2013	5	Thursday	Thu	28	87	13	March	Mar	3	1	2013
20130329	3/29/2013	6	Friday	Fri	29	88	13	March	Mar	3	1	2013
20130330	3/30/2013	7	Saturday	Sat	30	89	13	March	Mar	3	1	2013
20130331	3/31/2013	1	Sunday	Sun	31	90	14	March	Mar	3	1	2013
20130401	4/1/2013	2	Monday	Mon	1	91	14	April	Apr	4	2	2013
20130402	4/2/2013	3	Tuesday	Tue	2	92	14	April	Apr	4	2	2013
20130403	4/3/2013	4	Wednesday	Wed	3	93	14	April	Apr	4	2	2013
20130404	4/4/2013	5	Thursday	Thu	4	94	14	April	Apr	4	2	2013
20130405	4/5/2013	6	Friday	Fri	5	95	14	April	Apr	4	2	2013
20130406	4/6/2013	7	Saturday	Sat	6	96	14	April	Apr	4	2	2013
20130407	4/7/2013	1	Sunday	Sun	7	97	15	April	Apr	4	2	2013
20130408	4/8/2013	2	Monday	Mon	8	98	15	April	Apr	4	2	2013
20130409	4/9/2013	3	Tuesday	Tue	9	99	15	April	Apr	4	2	2013
20130410	4/10/2013	4	Wednesday	Wed	10	100	15	April	Apr	4	2	2013
20130411	4/11/2013	5	Thursday	Thu	11	101	15	April	Apr	4	2	2013
20130412	4/12/2013	6	Friday	Fri	12	102	15	April	Apr	4	2	2013
20130413	4/13/2013	7	Saturday	Sat	13	103	15	April	Apr	4	2	2013
20130414	4/14/2013	1	Sunday	Sun	14	104	16	April	Apr	4	2	2013
20130415	4/15/2013	2	Monday	Mon	15	105	16	April	Apr	4	2	2013
20130416	4/16/2013	3	Tuesday	Tue	16	106	16	April	Apr	4	2	2013
20130417	4/17/2013	4	Wednesday	Wed	17	107	16	April	Apr	4	2	2013
20130418	4/18/2013	5	Thursday	Thu	18	108	16	April	Apr	4	2	2013
20130419	4/19/2013	6	Friday	Fri	19	109	16	April	Apr	4	2	2013
20130420	4/20/2013	7	Saturday	Sat	20	110	16	April	Apr	4	2	2013
20130421	4/21/2013	1	Sunday	Sun	21	111	17	April	Apr	4	2	2013
20130422	4/22/2013	2	Monday	Mon	22	112	17	April	Apr	4	2	2013
20130423	4/23/2013	3	Tuesday	Tue	23	113	17	April	Apr	4	2	2013
20130424	4/24/2013	4	Wednesday	Wed	24	114	17	April	Apr	4	2	2013
20130425	4/25/2013	5	Thursday	Thu	25	115	17	April	Apr	4	2	2013
20130426	4/26/2013	6	Friday	Fri	26	116	17	April	Apr	4	2	2013
20130427	4/27/2013	7	Saturday	Sat	27	117	17	April	Apr	4	2	2013
20130428	4/28/2013	1	Sunday	Sun	28	118	18	April	Apr	4	2	2013
20130429	4/29/2013	2	Monday	Mon	29	119	18	April	Apr	4	2	2013
20130430	4/30/2013	3	Tuesday	Tue	30	120	18	April	Apr	4	2	2013
20130501	5/1/2013	4	Wednesday	Wed	1	121	18	May	May	5	2	2013
20130502	5/2/2013	5	Thursday	Thu	2	122	18	May	May	5	2	2013
20130503	5/3/2013	6	Friday	Fri	3	123	18	May	May	5	2	2013
20130504	5/4/2013	7	Saturday	Sat	4	124	18	May	May	5	2	2013
20130505	5/5/2013	1	Sunday	Sun	5	125	19	May	May	5	2	2013
20130506	5/6/2013	2	Monday	Mon	6	126	19	May	May	5	2	2013
